,GISPROPNUM,BOROUGH,ACRES,SIGNNAME,TYPECATEGO,handball,tennis,basketball,adult_soft,track_and,play_area_count,preserve_count,spray_count,OBJECTID,TPL_P_NAME,FREQUENCY,SUM_SVCAREA,SUM_TOTPOPSVCA,SUM_KIDSVCA,SUM_YOUNGPROSVCA,SUM_SENIORSVCA,SUM_HHILOWSVCA,SUM_HHIMEDSVCA,SUM_HHIHIGHSVCA,SUM_TOTHHSVCA,SUM_WHITE_SVC,SUM_BLACK_SVC,SUM_AMERINDSVC,SUM_ASIAN_SVC,SUM_PACIFICSVC,SUM_OTHRACESVC,SUM_RACE2UPSVC,SUM_HISP_SVC
288,B357,B,1.0,Jackie Robinson Playground,Jointly Operated Playground,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,725,Jackie Robinson Playground,32,9109102.48432,29095,6606,18680,3805,5188,3590,3015,11791,4102,21600,116,739,9,1268,1261,3724
289,B358,B,1.1,De Hostos Playground,Jointly Operated Playground,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,338,De Hostos Playground,41,13246842.9295,44209,17412,22831,3965,7159,3410,2373,12944,27208,5741,244,4326,18,5357,1309,12393
290,B359,B,1.211,Eleanor Roosevelt Playground,Jointly Operated Playground,4.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,415,Eleanor Roosevelt Playground,45,14766276.3393,34230,9053,21439,3742,6202,3574,2928,12706,5422,20315,295,1190,29,5586,1399,11530
291,B360,B,1.333,Remsen Playground,Jointly Operated Playground,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1433,Remsen Playground,23,14278408.8581,18364,4662,11406,2295,1613,1788,2425,5827,1865,14552,46,747,2,623,530,1602
292,B361,B,0.918,Boerum Park,Jointly Operated Playground,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,147,Boerum Park,45,13506272.0575,28039,5406,19207,3428,2839,2452,7135,12423,19457,3484,86,2138,9,1588,1280,5340
293,B362,B,1.0,Chester Playground,Jointly Operated Playground,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,239,Chester Playground,40,14119470.5004,31134,10058,17723,3354,6345,2426,1633,10406,2201,23860,257,258,11,3353,1196,7869
294,B363,B,0.918,Houston Playground,Jointly Operated Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,657,Houston Playground,29,9816554.38606,19246,6296,10717,2237,4320,1492,780,6592,1981,13516,168,180,5,2465,933,6130
295,B364,B,1.438,Woods Playground,Jointly Operated Playground,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1786,Woods Playground,33,12918616.1065,28524,8572,16925,3027,6004,3025,1717,10748,1516,23696,152,331,9,1850,969,4583
296,B366,B,0.137,Duke Park,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,379,Duke Park,37,12190925.5055,27410,8555,16060,2795,4739,2426,1832,8999,2511,20078,206,218,23,3253,1116,8085
297,B367,B,0.918,Livonia Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832,Livonia Park,35,11936575.6076,29378,9623,16124,3628,6843,1883,1322,10049,2626,21385,293,234,7,3479,1349,9102
298,B369,B,10.01,Steeplechase Park,Community Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1596,Steeplechase Park,2,48734.0023658,75,4,23,48,26,3,0,29,54,13,1,3,0,3,2,12
299,B371,B,42.583,Spring Creek Park,Community Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558,Spring Creek Park,26,21651602.5419,24671,6561,14310,3805,4694,2904,2129,9729,4240,16898,147,595,12,1925,850,5467
300,B372,B,6.7,Friends Field,Community Park,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,499,Friends Field,33,13526509.6899,17403,5396,9450,2551,1996,1650,2068,5712,14229,163,37,1925,2,799,241,1471
301,B375,B,0.206,Chiarantano Playground,Jointly Operated Playground,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,240,Chiarantano Playground,22,8754336.84152,10713,2155,6420,2139,897,1141,1530,3565,372,9610,30,134,0,188,376,638
302,B376,B,1.13,Fidler-Wyckoff House Park,Historic House Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449,Fidler-Wyckoff House Park,27,13121177.8664,12269,2606,7404,2257,1003,1441,1918,4362,334,11267,30,137,5,160,332,636
303,B377,B,2.3,Floyd Patterson Ballfields,Recreation Field/Courts,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,461,Floyd Patterson Ballfields,33,11686717.1749,27573,8756,15511,3300,5839,2141,1577,9560,1994,21295,220,352,7,2624,1081,6859
304,B378,B,1.161,University Place,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694,University Place,35,12573252.5317,23573,4228,16585,2758,3093,2169,5073,10332,10916,6344,106,3320,9,1525,1354,4029
305,B379,B,8.663,Coney Island Creek Park,Undeveloped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,Coney Island Creek Park,10,3405268.3939,6691,1921,3720,1050,1399,589,458,2446,2414,2811,42,522,3,561,333,1741
306,B380,B,2.939,Robert E. Venable Park,Neighborhood Park,2.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1453,Robert E. Venable Park,30,12918711.5858,25088,7407,15015,2670,3582,2562,1642,7781,2985,11321,276,5440,16,3742,1309,7130
307,B381,B,1.82,Thomas Boyland Park,Neighborhood Park,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1648,Thomas Boyland Park,34,11857586.9494,22336,6396,13676,2269,3606,2348,1864,7815,2610,14996,230,376,15,3032,1075,6856
308,B382A,B,1.93,Roberto Clemente Ballfield,Recreation Field/Courts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457,Roberto Clemente Ballfield,24,7385628.91163,26207,10720,13424,2062,3755,1849,2238,7845,21424,1479,123,527,7,2052,594,5000
309,B382B,B,1.085,Jacob's Ladder Playground,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,727,Jacob's Ladder Playground,22,6320262.32075,24177,10334,11922,1921,3421,1657,1929,7005,19983,1382,114,397,6,1774,521,4362
310,B383,B,0.918,Success Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610,Success Garden,39,13316336.8029,28719,8949,16304,3470,5816,2300,1781,9895,2600,21256,256,257,23,3077,1257,8398
311,B384,B,77.044,Fresh Creek Nature Preserve,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,495,Fresh Creek Nature Preserve,20,14049783.5695,17984,3810,10218,3950,3648,1841,2013,7500,4204,11632,78,790,6,730,552,2326
312,B385,B,6.611,WNYC Transmitter Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783,WNYC Transmitter Park,16,4911464.92858,8800,942,6862,996,1032,1137,1938,4107,7278,110,19,571,9,540,274,1353
313,B386,B,0.46,Ten Eyck Plaza,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1632,Ten Eyck Plaza,43,12454490.9964,38117,8633,25105,4379,6623,4032,3794,14447,22271,2739,309,4102,37,6981,1678,15499
314,B387,B,1.095,Saratoga Ballfields,Jointly Operated Playground,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1490,Saratoga Ballfields,33,12732213.274,24425,7268,14647,2508,4372,2533,1935,8844,1479,19984,181,249,14,1665,851,4498
315,B389,B,0.23,Umma Park,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1685,Umma Park,31,9012814.02409,36702,8967,23425,4308,5788,4687,3187,13662,5179,24732,228,1369,23,3559,1611,7886
316,B390,B,0.467,Mother Cabrini Park,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,962,Mother Cabrini Park,18,5335921.48736,9340,1863,6587,889,557,879,2843,4279,7222,436,19,657,6,479,525,1478
317,B391,B,0.125,Lt. Federico Narvaez Tot Lot,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,852,Lt. Federico Narvaez Tot Lot,34,12371657.5207,29278,7338,18345,3593,3750,3256,3282,10287,10295,8225,158,6358,7,2946,1285,5754
318,B393,B,1.22,Sheepshead Bay Piers,Waterfront Facility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517,Sheepshead Bay Piers,27,10372008.4209,17141,2974,10518,3650,2799,2096,2722,7623,13668,416,25,2263,1,403,360,1067
319,B395,B,2.741,Green Central Knoll,Neighborhood Park,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,565,Green Central Knoll,38,14916499.946,29480,7287,19653,2538,4462,2952,2284,9699,12520,4545,378,1509,40,8957,1529,18951
320,B396,B,1.648,Nehemiah Park,Playground,6.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,983,Nehemiah Park,35,11879115.8792,28940,9391,16096,3457,6414,2083,1486,9987,2203,22042,253,258,6,2991,1189,7701
321,B397,B,0.918,Carter G. Woodson Children's Park,Community Park,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,213,Carter G. Woodson Children's Park,31,10678339.1049,27594,9556,14817,3223,6823,1619,827,9267,2653,19593,285,249,12,3536,1267,8895
322,B398,B,0.185,Kosciuszko Street Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787,Kosciuszko Street Garden,43,12413155.3332,31629,8779,19460,3389,6036,3239,2503,11780,3946,21074,237,749,28,4328,1264,9218
323,B401,B,1.7,Grand Ferry Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553,Grand Ferry Park,17,5686292.71751,14523,2186,10903,1436,1921,1803,2797,6524,9876,607,70,1542,7,1770,651,3789
324,B402,B,0.591,George Walker Jr. Park,Neighborhood Park,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,528,George Walker Jr. Park,27,11866081.2431,15488,4569,9298,1618,1963,1486,1141,4589,3468,5605,165,635,31,4628,950,9349
325,B403,B,1.56,Harmony Park,Neighborhood Park,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,600,Harmony Park,28,9630976.92006,17727,4704,10978,2046,3125,2051,1687,6867,1067,14487,67,573,1,925,607,2165
326,B404,B,0.106,East Flatbush Children's Park,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,392,East Flatbush Children's Park,41,11690503.9803,32377,8480,19803,4098,5543,3853,2697,12096,1509,28515,122,242,27,970,989,2763
327,B405,B,0.5,Epiphany Playground,Playground,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,424,Epiphany Playground,33,8729676.93079,30453,11140,16853,2455,4572,2310,2910,9792,23548,1740,163,870,9,3298,827,7651
328,B406,B,118.795,Paerdegat Basin Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1271,Paerdegat Basin Park,21,14604490.476,19319,4519,11997,2800,1430,1962,3340,6729,6669,11289,24,572,0,318,444,1115
329,B407,B,1.187,South Oxford Park,Neighborhood Park,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1547,South Oxford Park,41,11336438.8545,22917,3436,16849,2633,2639,2348,5797,10780,11791,6733,82,1970,9,985,1346,3022
330,B408,B,0.073,Human Compass Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666,Human Compass Garden,26,6751241.68016,14117,2746,9828,1541,762,1136,4499,6402,11339,524,18,993,3,524,715,1767
331,B416,B,0.172,TLC Sculpture Park Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658,TLC Sculpture Park Garden,30,8151595.57161,14263,4936,7846,1484,2856,1037,553,4443,1879,9161,135,235,19,2209,625,5350
332,B417,B,0.3,P.S. 4 Paradise Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219,P.S. 4 Paradise Garden,38,12692311.0994,21525,6817,12728,1982,2896,2021,1514,6432,3028,10789,206,942,32,5356,1177,10098
333,B418,B,4.525,Valentino Pier,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1699,Valentino Pier,6,3901609.59125,1892,383,1329,181,246,225,350,820,1209,273,14,62,0,239,95,624
334,B419,B,1.836,Sutter Ballfields,Recreation Field/Courts,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1621,Sutter Ballfields,41,14741053.8698,26783,8302,15709,2771,3960,2541,1825,8321,2752,17762,192,476,37,4389,1179,9144
335,B422,B,0.082,Brooklyn Bears Rockwell Pl Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,Brooklyn Bears Rockwell Pl Garden,35,12049547.8194,21986,3472,16195,2321,2451,2255,5339,10044,11837,4999,86,2399,8,1323,1332,3692
336,B424,B,0.23,Earth Spirit Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389,Earth Spirit Garden,34,10828372.3715,31685,6655,21995,3037,5236,3280,4167,12683,20523,1386,253,1896,21,6165,1436,12996
337,B426,B,0.115,St. Nicholas - Powers St. Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580,St. Nicholas - Powers St. Garden,28,9824463.65512,19012,2558,14098,2360,3214,2051,3107,8372,12265,1708,110,1608,12,2452,858,6579
338,B427,B,0.115,Sunshine Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617,Sunshine Community Garden,34,11566832.2458,32153,8271,19745,4139,6449,3017,2207,11672,15256,4993,272,4483,26,5778,1340,14185
339,B428,B,0.348,Goodwin Gardens,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541,Goodwin Gardens,46,11992741.3982,27522,7416,17122,2984,4570,2868,2308,9748,5902,12769,293,991,24,5988,1557,12935
340,B429,B,1.363,Hope Ballfield,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,652,Hope Ballfield,47,13923172.8629,41093,11396,26033,3663,6779,3818,2333,12934,13418,5992,505,2857,24,15715,2581,30354
341,B430,B,0.161,Lewis Playground,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,815,Lewis Playground,40,13202457.9734,30647,8365,18955,3328,5774,3003,2371,11143,6377,14906,297,1165,20,6481,1397,13152
342,B431,B,21.377,Brooklyn Bridge Park,Community Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174,Brooklyn Bridge Park,40,11251109.2537,30446,4923,21339,4182,1856,2365,9765,13991,23151,1949,63,3381,16,708,1179,2692
343,B432,B,3.169,American Veterans Memorial Pier,Waterfront Facility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,American Veterans Memorial Pier,10,3549943.57008,6515,1368,4049,1100,634,651,1506,2791,4595,78,13,1366,1,238,225,789
344,B433,B,0.734,Hendrick I. Lott House,Historic House Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622,Hendrick I. Lott House,23,11162962.3529,11274,2841,6367,2063,778,872,2399,4045,9556,212,11,1093,2,169,234,885
345,B442,B,0.056,P.S. 149 Artsy Bloom Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116,P.S. 149 Artsy Bloom Community Garden,40,12370818.4482,25271,8090,14643,2537,4247,2212,1619,8078,2676,17258,211,297,39,3723,1067,8436
346,B444,B,0.137,Berry Street Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,Berry Street Garden,28,9614887.0743,27476,5928,19169,2382,3984,2866,4190,11039,18648,1231,169,2016,12,4225,1172,9024
347,B458,B,0.161,East End Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391,East End Community Garden,35,12616156.3269,20904,6711,12185,2007,3138,1813,1354,6301,3120,11189,169,611,39,4671,1103,9480
348,B462,B,0.275,Family Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437,Family Community Garden,25,11329405.1046,19919,5566,11874,2482,3104,2088,1468,6662,1569,15301,138,180,18,1971,743,4864
349,B485,B,0.061,P.S. 53 Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230,P.S. 53 Garden,38,12655998.3306,27561,8197,16441,2924,4351,2699,2057,9114,2292,20816,163,156,26,3032,1073,7393
350,B487,B,0.058,Preston Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366,Preston Community Garden,36,12528963.8652,28104,8542,16587,2976,5942,2773,1722,10440,1397,23327,193,235,18,1948,985,4826
351,B501,B,0.211,St. Mark's Block Association,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573,St. Mark's Block Association,36,12667161.2989,27227,8318,16121,2787,5732,2904,1719,10359,1297,22847,164,299,15,1682,922,4230
352,B502,B,0.074,Shiloh Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524,Shiloh Garden,49,11954731.4865,30635,7495,19660,3477,5394,3917,3104,12416,3171,23413,138,910,22,1735,1247,4422
353,B515,B,0.525,United Community Center Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692,United Community Center Garden,32,12448267.4213,24725,7027,14885,2810,3733,2680,1952,8366,1894,19118,144,123,25,2505,910,6037
354,B520,B,0.11,Concerned Citizens of Grove Street,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,Concerned Citizens of Grove Street,40,12440163.7884,28880,7813,17804,3261,4835,2938,2245,10021,7058,11309,343,1040,20,7439,1671,15846
355,B524,B,0.207,Prospect Heights Community Farm,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369,Prospect Heights Community Farm,39,11260006.6161,23340,3818,17046,2481,2159,2264,6315,10737,12462,6429,82,2080,17,938,1336,2711
356,B525,B,0.057,Sumpter Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1613,Sumpter Community Garden,36,11959295.7806,25817,7476,15600,2741,4301,2941,2305,9543,1523,21346,167,297,6,1470,1006,4003
357,B529,B,17.232,Bushwick Inlet Park,Recreation Field/Courts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192,Bushwick Inlet Park,14,6585194.67921,14256,1869,11063,1324,1725,2019,3143,6885,10761,351,45,1662,4,889,540,1957
358,B533,B,0.249,Garden (Newport),Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516,Garden (Newport),27,9400125.47678,21966,6836,12601,2529,4215,1984,1476,7678,1402,17428,165,379,8,1787,794,4725
359,B536,B,3.982,North 5th Street Pier and Park,Waterfront Facility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996,North 5th Street Pier and Park,18,8192569.88807,17568,2324,13569,1675,2322,2402,3650,8373,12732,557,64,2044,6,1469,696,3220
360,B538,B,0.059,Welcome Home Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1748,Welcome Home Garden,39,11746478.0255,26003,6918,15925,3161,4482,3063,2724,10268,1772,21088,166,604,10,1319,1047,3641
361,B540,B,0.073,Neighborhood Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984,Neighborhood Community Garden,34,10829065.5396,25617,7538,15232,2846,5101,2752,1686,9541,1457,21000,133,344,7,1757,919,4092
362,B545,B,0.057,Garden (Moore),Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515,Garden (Moore),30,12819010.6946,29963,7598,18681,3680,5763,2889,2095,10747,13514,5179,259,3689,21,5957,1341,14222
363,B546,B,0.039,The Feeding Tree,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1638,The Feeding Tree,49,12474857.3401,31914,7826,20466,3624,5590,4042,3241,12873,3186,24592,146,914,23,1770,1283,4535
364,B549,B,0.091,Garden (Bedford),Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511,Garden (Bedford),36,12607996.1219,30792,8018,19727,3047,4894,3270,3652,11816,10607,14547,170,1459,40,2586,1378,5935
365,B550,B,0.066,Garden (Keap),Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,Garden (Keap),48,11864618.7089,39750,11132,24729,3891,6765,3558,3612,13932,26558,1692,311,2265,25,7333,1561,15290
366,B551,B,0.064,Vinegar Hill Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712,Vinegar Hill Community Garden,15,5157257.74762,10827,2085,7779,964,1664,703,1778,4149,4617,3132,49,1807,12,734,477,2126
367,B552,B,0.045,Grand St. Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555,Grand St. Community Garden,33,10258929.0467,27907,4771,20421,2714,4444,3167,4412,12021,18550,1129,195,2190,16,4558,1270,9821
368,B553,B,0.04,61 Franklin St Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,61 Franklin St Garden,22,7382131.35718,12693,1408,9904,1376,1536,1655,2705,5896,10567,133,34,882,11,679,390,1692
369,B554,B,0.025,Brownsville Green,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179,Brownsville Green,39,11888788.8354,27058,8112,16221,2725,5291,2660,1691,9633,1322,22449,181,198,20,1898,986,4649
370,B556,B,0.097,Myrtle Ave Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975,Myrtle Ave Garden,50,14211515.1833,39669,10578,25827,3268,6209,3799,2658,12668,14192,5907,499,2215,43,14486,2330,27871
371,B557,B,0.068,Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508,Garden,39,11228771.4988,27966,8996,15929,3038,5315,2470,1614,9400,1859,21872,214,417,11,2559,1033,6395
372,B558,B,0.082,Pagan's Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273,Pagan's Garden,38,12868564.4383,23675,7028,14211,2440,3388,2306,1780,7478,2349,15222,194,642,30,4087,1153,8377
373,B559,B,0.083,South Brooklyn Children's Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546,South Brooklyn Children's Garden,25,6214197.08754,12910,2542,9009,1361,703,1057,4118,5880,10298,488,16,921,3,512,669,1678
374,B560,B,0.032,Pirates Cove Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325,Pirates Cove Garden,23,6604457.42674,10912,2077,7744,1093,809,1211,3060,5081,8327,685,36,708,7,605,542,1825
375,B561,B,0.181,BSCAH Urban Farm,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,BSCAH Urban Farm,40,13067487.4545,28351,8391,17153,2808,4728,3178,2446,10351,1584,23599,187,315,9,1608,1047,4463
376,B562,B,0.687,Surfside Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620,Surfside Garden,17,6898929.09099,17057,4127,8510,4419,4207,1397,733,6337,6238,6971,99,1742,3,1391,610,4155
377,B563,B,0.172,Student Farm Project,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608,Student Farm Project,36,11708158.6723,28320,9402,15678,3235,6357,1897,1187,9444,2204,21124,250,247,6,3362,1123,7894
378,B564,B,0.11,Positive Seeds of Life Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358,Positive Seeds of Life Garden,29,10189118.9163,17364,5143,10098,2121,3164,1499,1291,5956,1292,13662,132,160,4,1390,722,4172
379,B565,B,0.06,Isabahlia Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717,Isabahlia Community Garden,41,11864763.6985,23695,7148,14061,2492,3864,2424,1638,7926,1159,19595,154,214,18,1756,800,4251
380,B566,B,0.117,Brownsville Community Farm,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,Brownsville Community Farm,40,11338113.0509,25198,8008,14565,2626,4410,2364,1516,8293,1340,20702,150,242,9,1967,786,4842
381,B567,B,0.045,Her-King Alagantic Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626,Her-King Alagantic Garden,34,11417866.6347,24263,6172,15156,2930,4584,2849,2271,9703,1821,19405,105,922,1,1091,911,2690
382,B568,B,0.133,Change Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,Change Garden,39,13212267.878,22637,7126,13385,2131,3124,2119,1572,6812,2988,11991,208,892,33,5296,1227,10102
383,B569,B,0.086,Cypress Hills Change Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,Cypress Hills Change Garden,16,8693179.49912,13420,3888,8320,1211,1483,1263,1078,3827,3528,2561,192,1149,19,4917,1054,9071
384,B570,B,0.052,President Street Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365,President Street Garden,34,10339780.4758,16829,3280,11646,1907,1939,1583,3947,7466,11075,2227,63,1310,5,1222,937,3792
385,B571,B,0.091,E. 43 St. Block Assoc. Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384,E. 43 St. Block Assoc. Garden,25,11571799.6795,15887,3557,9894,2436,1485,1716,1931,5129,1585,11906,61,1191,4,533,608,1402
386,B572,B,0.137,Hattie Carthan Herb Farm,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611,Hattie Carthan Herb Farm,47,11647979.1518,30193,8195,19005,2991,5217,3690,2651,11558,3497,21268,190,724,34,3248,1232,7163
387,B573,B,0.104,Patchen Community Square Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298,Patchen Community Square Garden,44,12831450.2239,27816,7241,17269,3310,4757,3243,2883,10882,2326,21521,189,770,12,1850,1156,4728
388,B574,B,0.065,Halsey and Ralph Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,Halsey and Ralph Garden,40,12693485.7312,28490,7697,17432,3353,4849,3288,2821,10956,2283,22203,196,640,15,1982,1168,5003
389,B575,B,0.121,Halsey Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584,Halsey Garden,47,12232418.8319,26664,6248,17119,3302,4619,3423,2973,11016,2042,22028,127,698,2,837,932,2510
390,B576,B,0.123,Tranquility Farm,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666,Tranquility Farm,39,13331818.4351,34214,9843,20861,3510,6431,3285,2577,12299,6512,18664,299,908,34,6169,1626,13111
391,B577,B,0.114,El Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411,El Garden,38,11945750.3108,28293,7257,18838,2197,4036,2828,2215,9076,11480,3550,368,1704,40,9684,1472,19137
392,B578,B,0.103,Saratoga Blake Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491,Saratoga Blake Garden,48,12724841.207,27130,8213,16092,2828,4459,2902,1873,9228,1194,22815,145,240,19,1817,893,4459
393,B579,B,0.069,Imani II Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710,Imani II Garden,36,11451538.0873,23198,6609,13977,2614,4363,2622,1867,8850,1164,19234,98,462,5,1408,826,3288
394,B581,B,0.041,Warwick Street Greenery Glow Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1735,Warwick Street Greenery Glow Garden,35,12576894.727,22967,6689,13733,2544,3146,2392,1740,7280,1927,16641,154,232,31,3028,957,6640
395,B582,B,0.058,Garden (Lefferts),Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513,Garden (Lefferts),35,12537512.4813,20981,3501,15577,1907,2689,2196,4566,9451,7981,9324,89,1656,13,767,1149,2321
